# SITES  x,y,z in m; axis type [1..4]; axis offset in m;  	name
#
# Prior to 2 Feb 1996 reference was
#-4637495.000D00, 2677459.000D00, -3454000.000D00, 3,  0.	$LBAREF
# now close to earth centre - CALC8 does not allow (0.0,0.0,z) - hence
#  0.001D00, 0.000D00, 0.000D00,                    3,  0.	$LBAREF
# Now with CALC9, ggeocentre allowed - hence
-4749402.055D00, 2795498.548D00, -3200491.700D00, 3,  0.      $CAT37
# New names for CAT antennas, including North spur - ATD
# Unless noted positions are in error by about 12m - they are slowly being updated
-4752438.459,   2790321.299,  -3200483.747,     3,  0.      $CATW0
-4752422.922,   2790347.675,  -3200483.747,     3,  0.      $CATW2
-4752407.385,   2790374.052,  -3200483.747,     3,  0.      $CATW4
-4752391.848,   2790400.428,  -3200483.747,     3,  0.      $CATW6
-4752376.311,   2790426.804,  -3200483.747,     3,  0.      $CATW8
-4752360.774,   2790453.181,  -3200483.747,    3,  0.      $CATW10
-4752345.237,   2790479.557,  -3200483.747,    3,  0.      $CATW12
-4752329.700,   2790505.934,  -3200483.747,    3,  0.      $CATW14
-4752314.163,   2790532.310,  -3200483.747,    3,  0.      $CATW16
-4752189.868,   2790743.321,  -3200483.747,    3,  0.      $CATW32
-4752088.877,   2790914.767,  -3200483.747,    3,  0.      $CATW45
-4751941.276,   2791165.342,  -3200483.747,    3,  0.      $CATW64
-4751785.907,   2791429.106,  -3200483.747,    3,  0.      $CATW84
-4751677.148,   2791613.741,  -3200483.747,    3,  0.      $CATW98
-4751661.611,   2791640.117,  -3200483.747,   3,  0.      $CATW100
# Following W102 position from the Elleba catalogue
#-4751646.074,   2791666.493,  -3200483.747,   3,  0.      $CATW102
# Following W102 position edited to account for elleba->CALC offset
-4751654.914,   2791673.974   -3200491.700,    3,  0.      $CATW102
#
# Following W104 position taken from CAT104 position - as used at 
# S2 correlator, from CAT104 in STATIONS.TAB;131 on elleba 
#
-4751639.377,   2791700.351,  -3200491.700,   3,  0.      $CATW104 
#
# Following W104 position taken from Adm via Craig via Robin, from 
# at$antenna:new_station.coordinates in Narrabri
#
#-4751630.537,   2791692.870,  -3200483.747,   3,  0.      $CATW104 
#
-4751615.000,   2791719.246,  -3200483.747,   3,  0.      $CATW106
-4751591.695,   2791758.810,  -3200483.747,   3,  0.      $CATW109
-4751583.926,   2791771.999,  -3200483.747,   3,  0.      $CATW110
-4751576.158,   2791785.187,  -3200483.747,   3,  0.      $CATW111
-4751568.389,   2791798.375,  -3200483.747,   3,  0.      $CATW112
-4751560.621,   2791811.563,  -3200483.747,   3,  0.      $CATW113
-4751475.168,   2791956.633,  -3200483.747,   3,  0.      $CATW124
-4751467.399,   2791969.821,  -3200483.747,   3,  0.      $CATW125
-4751444.094,   2792009.386,  -3200483.747,   3,  0.      $CATW128
-4751436.325,   2792022.574,  -3200483.747,   3,  0.      $CATW129
-4751350.872,   2792167.644,  -3200483.747,   3,  0.      $CATW140
-4751296.492,   2792259.961,  -3200483.747,   3,  0.      $CATW147
-4751288.724,   2792273.149,  -3200483.747,   3,  0.      $CATW148
#
#Following CATW163 position is the unmodified position from ELLEBA
#-4751172.197,   2792470.972,  -3200483.747,   3,  0.      $CATW163
#
#Following CATW163 position has been modified by Adam Deller to
#account for the difference between ELLEBA positions and CALC positions
#(intersection of axes rather than station point)
-4751181.037,   2792478.453,  -3200491.700,   3,  0.      $CATW163
#
-4751133.354,   2792536.913,  -3200483.747,   3,  0.      $CATW168
#
#Following CATW172 position is the unmodified position from ELLEBA
#-4751102.281,   2792589.666,  -3200483.747,   3,  0.      $CATW172
#
#Following CATW172 position has been modified by Adam Deller to
#account for the difference between ELLEBA positions and CALC positions
#(intersection of axes rather than station point)
-4751111.121,   2792597.147,  -3200491.700,   3,  0.      $CATW172
#
-4751094.512,   2792602.854,  -3200483.747,   3,  0.      $CATW173
-4751024.596,   2792721.547,  -3200483.747,   3,  0.      $CATW182
-4750970.216,   2792813.865,  -3200483.747,   3,  0.      $CATW189
-4750962.448,   2792827.053,  -3200483.747,   3,  0.      $CATW190
-4750923.605,   2792892.994,  -3200483.747,   3,  0.      $CATW195
-4750915.837,   2792906.182,  -3200483.747,   3,  0.      $CATW196
-4749393.198,   2795491.050,  -3200483.694,   3,  0.      $CATW392
-4751628.291,   2791727.075,  -3200457.305,     3,  0.      $CATN2
-4751648.226,   2791738.818,  -3200417.642,     3,  0.      $CATN5
-4751661.517,   2791746.647,  -3200391.200,     3,  0.      $CATN7
-4751688.098,   2791762.304,  -3200338.316,    3,  0.      $CATN11
# Following station position from table (Robyn)
#-4751708.034,   2791774.047,  -3200298.653,    3,  0.      $CATN14
# Following station position updated to reflect expected actual position
-4751716.874,   2791781.529,   -3200306.606,   3,  0.      $CATN14
#
# Special - WEW
# -4751142.194D00, 2792544.396D00, -3200491.700D00, 3,  0.      $ZAT28
# -4749656.912D00, 2795065.890D00, -3200491.700D00, 3,  0.      $ZAT28
#
# Old CA posiitons: for compatibility only.
#-4751785.906D00, 2791429.106D00, -3200483.747D00, 3,  0.        $CAS13 
#-4751653.500D00, 2791670.900D00, -3200488.800D00, 3,  0.	$CAS16
#-4751560.620D00, 2791811.563D00, -3200483.747D00, 3,  0.        $CAS21     
#-4751453.100D00, 2792014.700D00, -3200489.900D00, 3,  0.        $CAS22
#-4751350.871D00, 2792167.645D00, -3200483.747D00, 3,  0.        $CAS24
#-4751296.492D00, 2792259.962D00, -3200483.747D00, 3,  0.        $CAS25
#-4749400.700D00, 2795495.400D00, -3200488.800D00, 3,  0.        $CAS37 
#-4749408.198D00, 2795491.050D00, -3200483.694D00, 3,  0.        $CAS37A
#
#
-3950236.405D00, 2522347.622D00, -4311562.759D00, 4,  8.19	$HOB
-3950284.00,2522293.00,-4311537.00,3,  0.                       $HOB14
# Next is modified Hobart for tests
#-3950236.405D00, 2522347.622D00, -4311562.759D00, 4,  8.19	$HXB
#
#-4460935.000D00, 2682765.900D00, -3674381.700D00, 3,  0.	$TD3
#  DSS45
-4460935.063D00, 2682765.824D00, -3674381.422D00, 3,  0.        $DSS45
#-4460935.063D00, 2682765.824D00, -3674381.422D00, 3,  0.        $TDX
#
#  DSS43
-4460894.353D00, 2682361.640D00, -3674748.563D00, 3,  0.        $DSS43
#  Gnangara, 15m ESA antenna.
-2368664.300D00, 4881291.400D00, -3341872.000D00, 3,  0.	$GNA
# Ussuriysk - 70M
-3059722.368D00, 3427253.973D00,  4409481.686D00, 3,  0.	$USS
#
# Following was initially present in file - appears to be incorrect mount
#5085442.900D00, 2668263.300D00, -2768697.300D00, 3,  0.         $HART
# Following taken from sched - ATD
5085442.781D00, 2668263.491D00, -2768697.035D00, 1, 6.692       $HART
#
#+4.03394212D+6, +4.86993120D+5,  +4.90043183D+6,  3,  0.	$MPI
#+1.49240669D+6, -4.45726733D+6,  +4.29688210D+6,  3,  0.	$HAYSTACK
#+8.82882548D+5, -4.92448405D+6,  +3.94413087D+6,  3,  0.	$NRAO     
#-2409598.776D0, +4478356.090D0,  +3838602.933D0,  3,  0.	$OVRO         
#+1.000000D+3,   +6.370768D+6,    +1.000000D+3,    3   0.	$EQUATORY
# Bear Lakes: approx only!
#2841437.829D00, 2216018.087D00,  5245152.250D00, 3,  0.         $BLK
#Bear Lakes RT-64; GPS position from Molotov E-mail, 2-Oct-1996
 2828547.499D00, 2206064.086D00,  5256395.990D00, 3,  0.         $BLK
#
# SHANGHAI (SESHAN 25m) from SIT722 solution.
-2831686.494D00, 4675733.889D00,  3275327.760D00,  3,  0.       $SHA
#
# First estimate for Ceduna from PMCC 133 48 35.38, -31 52 0.01
#    shift 100m South, assume 200m AHD, N=-8.4, 18.4m above ground.
# This assumes rough estimate is in AGD/AHD.
#-3753617.607D00, 3912704.891D00, -3347937.740D00,  3,  0.       $CED
# This assumes rough estimate is in GPS (WGS84).
#-3753488.382D00, 3912757.503D00, -3348090.560D00,  3,  0.       $CED
# Initial improved position from hand-measured delay/rates
#-3753440.700D00, 3912708.300D00, -3348066.900D00,  3,  0.       $CED
# Improved position from JER, based on v181 data
-3753443.000D00, 3912710.350D00, -3348068.600D00,  3,  0.       $CED
#
# For Rick Smegal's CA data
#-4749400.700D00, 2795495.400D00, -3200488.800D00, 3,  0.        $RK1
#-4749400.700D00, 2795495.400D00, -3200488.800D00, 3,  0.        $RK2
#-4749400.700D00, 2795495.400D00, -3200488.800D00, 3,  0.        $RK3
#-4749400.700D00, 2795495.400D00, -3200488.800D00, 3,  0.        $RK4
#-4749400.700D00, 2795495.400D00, -3200488.800D00, 3,  0.        $RK5
#-4749400.700D00, 2795495.400D00, -3200488.800D00, 3,  0.        $RK6
# The required VLBA positions - correct with tectonic plate movements, 2006. 
# Antenna name shortened - only three chars. allowed 
-2112065.1034D00, -3705356.5080D00, 4726813.7093D00,  3,  2.1320   $BR
2607848.5983D00,  -5488069.5930D00, 1932739.6337D00,  3,  2.1365   $SC
-1995678.7453D00, -5037317.7077D00, 3357328.0537D00,  3,  2.1328   $KP
-1640953.8408D00, -5014816.0264D00, 3575411.8033D00,  3,  2.1374   $PT
-1324009.2353D00, -5332181.9627D00, 3231962.4119D00,  3,  2.1325   $FD
-2409150.2762D00, -4478573.1653D00, 3838617.3481D00,  3,  2.1319   $OV
1446374.9799D00,  -4447939.6641D00, 4322306.1421D00,  3,  2.1307   $HN
-130872.3887D00,  -4762317.1036D00, 4226851.0038D00,  3,  2.1299   $NL
-1449752.4826D00, -4975298.5809D00, 3709123.8639D00,  3,  2.1329   $LA
-5464075.0883D00, -2495248.5333D00, 2148297.1274D00,  3,  2.1407   $MK
#
-5543837.6268D00, -2054567.8611D00, 2387851.9380D00,  3,  0.     $KOK
#
# Following obtained from:
#     ftp://ivscc.gsfc.nasa.gov/pub/config/ns/kashim34.config.txt
#Older version first
#-3997649.216D00, 3276690.744D00, 3724278.805D00,  3,  0.    $KAS
-3997649.226D00, 3276690.758D00, 3724278.813D00,  3,  0.    $KAS
#
-5072744.194D00, 459085.7432D00, -3826123.922D00,  3, 0.    $NZ6
# Jodrell Bank, Westerbork, Arecibo and Greenbank
3822625.9366D00,  -154105.4994D00, 5086486.1223D00, 3, 0.    $JDB
3828445.5394D00,   445223.7506D00, 5064921.6452D00, 1, 4.95  $WBK
2390486.9380D00, -5564731.4226D00, 1994720.4887D00, 3, 0.    $ARC
882589.5251D00, -4924872.3386D00, 3943729.3881D00, 3, 0.    $GBT
#
# Following obtained from http://gemini.gsfc.nasa.gov/solve_save/glo.sit
# reference 1997 - position difference??
18034.742,    -4346132.271,     4561971.166, 3, 0.   $ALGOPARK
1492206.588,  -4458130.518,     4296015.541, 3, 0.   $WESTFORD
4075539.883,    931735.261,     4801629.371, 3, 0.   $WETTZELL
#
# Following obtained from MkIV config file, exper 1982 (Sept 2006)
4461369.983,    919596.825,     4449559.203, 3, 0.   $MEDICINA
4934563.118,   1321201.263,     3806484.490, 3, 0.   $NOTO
# Following obtained from MkIV config file, exper r1240 (Sept 2006)
1202462.769,    252734.407,     6237766.015, 3, 0.   $NYALES
1492054.157,  -4887961.003,    -3803541.357, 3, 0.   $TIGOCONC
-3957408.751,  3310229.347,     3737494.836, 3, 0.   $TSUKUB32
